Program,PTT,Satellite,Location date,Location class,Latitude,Longitude,Latitude solution 2,Longitude solution 2,Number of messages,Nbr mes > - 120 dB,Best level,Pass duration,NOPC,Location index,Frequency,Altitude,Error radius,Semi-major axis,Semi-minor axis,Ellipse orientation,GDOP,Message date,Compression index,1,2,3,4,5,6,7,8
16615,177846,NP,3/27/19 20:49,A,-23.805,-65.507,-23.805,-65.507,3,0,-136,97,3,8,401621722.4,2.477,4038,47260,345,74,2878,3/27/19 20:50,0,0,,,,,,,
16615,177846,SR,3/27/19 21:33,1,-23.804,-65.436,-23.804,-65.436,5,0,-135,298,3,48,401621719.6,3.583,861,1350,549,86,212,3/27/19 21:37,1,92,181,0,0,15,15,71,1
16615,177846,MC,3/28/19 12:39,B,-23.979,-65.176,-23.979,-65.176,1,0,-133,0,3,0,401621738.7,1.345,32236,83782,12403,117,11402,3/28/19 12:39,0,0,,,,,,,
16615,177846,MA,3/29/19 2:04,B,-23.792,-65.111,-23.792,-65.111,1,0,-131,0,3,0,401621789.4,1.362,36335,85901,15369,54,14814,3/29/19 2:04,0,0,,,,,,,
16615,177846,NP,3/29/19 22:07,B,-23.746,-65.143,-23.746,-65.143,1,0,-139,0,3,0,401621789.9,1.47,50767,178130,14468,60,23115,3/29/19 22:07,1,109,194,3,0,55,45,99,156
16615,177846,SR,3/29/19 22:12,B,-23.799,-65.243,-23.799,-65.243,1,0,-138,0,3,6,401621776.4,1.89,16579,101844,2698,87,11755,3/29/19 22:12,0,0,,,,,,,
16615,177846,MA,3/30/19 1:42,0,-23.85,-65.566,-23.85,-65.566,7,0,-129,346,3,48,401621727.8,3.978,40143,0,889,77,3285,3/30/19 1:44,0,0,,,,,,,
16615,177846,MC,3/30/19 2:23,1,-23.812,-65.431,-23.812,-65.431,8,0,-125,400,2,48,401621730.5,3.212,1225,3695,405,80,225,3/30/19 2:25,1,110,177,1,0,15,20,73,1
16615,177846,NP,3/30/19 7:48,B,-23.784,-65.12,-23.784,-65.12,1,0,-139,0,3,7,401621814.5,1.438,41311,58380,29232,137,9488,3/30/19 7:48,1,107,161,2,0,39,1,74,1
16615,177846,MA,3/30/19 12:56,A,-23.809,-65.463,-23.809,-65.463,3,0,-130,101,3,8,401621735.2,2.38,13781,226102,839,103,2727,3/30/19 12:56,1,123,173,1,0,47,6,74,1
16615,177846,MC,3/30/19 13:37,A,-23.862,-65.477,-23.862,-65.477,3,0,-131,198,3,8,401621667.4,2.361,44186,776680,2513,102,3414,3/30/19 13:38,0,0,,,,,,,
16615,177846,SR,3/30/19 21:39,1,-23.769,-65.471,-23.769,-65.471,4,0,-133,345,2,58,401621714.7,2.301,523,734,371,23,360,3/30/19 21:39,1,101,179,3,0,34,15,74,1
16615,177846,MA,3/31/19 1:26,2,-23.803,-65.442,-23.803,-65.442,4,0,-129,300,3,58,401621701.4,3.439,426,459,396,10,293,3/31/19 1:28,0,0,,,,,,,
16615,177846,MC,3/31/19 2:06,B,-23.807,-65.432,-23.807,-65.432,1,0,-132,0,3,8,401621707.1,3.494,12364,14092,10847,81,3803,3/31/19 2:06,1,104,165,2,48,245,89,56,76
16615,177846,MA,3/31/19 12:38,0,-23.838,-65.424,-23.838,-65.424,5,0,-130,351,2,48,401621719.1,2.542,1556,2136,1134,108,243,3/31/19 12:41,0,0,,,,,,,
16615,177846,MC,3/31/19 13:12,0,-23.859,-65.396,-23.859,-65.396,4,0,-126,299,3,48,401621652.7,2.848,2874,7594,1087,130,322,3/31/19 13:16,1,109,176,3,0,13,7,75,1
16615,177846,SR,3/31/19 21:12,B,-23.822,-65.431,-23.822,-65.431,2,0,-137,197,3,8,401621686.4,3.078,30561,816005,1144,74,5820,3/31/19 21:14,0,0,,,,,,,
16615,177846,MA,4/1/19 1:03,B,-23.801,-65.339,-23.801,-65.339,1,0,-130,0,3,8,401621709.9,2.982,39694,97911,16091,101,8724,4/1/19 1:03,0,0,,,,,,,
16615,177846,MC,4/1/19 1:37,B,-23.803,-65.337,-23.803,-65.337,1,0,-135,0,3,8,401621710.8,3.002,18141,48396,6800,96,10287,4/1/19 1:37,1,115,178,3,0,40,19,75,1
16615,177846,MA,4/1/19 12:20,B,-23.95,-65.331,-23.95,-65.331,1,0,-135,0,3,8,401621737.8,2.092,18274,38701,8628,138,13861,4/1/19 12:20,0,0,,,,,,,
16615,177846,MC,4/1/19 12:55,B,-23.84,-65.261,-23.84,-65.261,2,0,-126,51,3,8,401621727.4,2.66,3698,26038,525,37,4612,4/1/19 12:55,0,0,,,,,,,
16615,177846,NP,4/1/19 21:35,B,-23.776,-64.683,-23.776,-64.683,1,0,-136,0,3,8,401621635.2,0.42,17953,43057,7485,94,11095,4/1/19 21:35,1,102,183,2,0,43,15,76,1
16615,177846,SR,4/1/19 22:21,B,-23.744,-64.642,-23.744,-64.642,1,0,-136,0,3,8,401621623,0.429,15687,58860,4180,85,10403,4/1/19 22:21,0,0,,,,,,,
16615,177846,MC,4/2/19 1:23,A,-23.813,-65.425,-23.813,-65.425,3,0,-131,199,3,6,401621715.6,2.924,11484,32523,4055,163,707,4/2/19 1:24,0,0,,,,,,,
16615,177846,MA,4/2/19 2:21,0,-23.823,-65.404,-23.823,-65.404,4,0,-130,252,3,48,401621719.2,3.51,2761,14491,526,75,778,4/2/19 2:21,1,110,204,3,54,168,54,93,82
16615,177846,NP,4/2/19 21:16,A,-23.843,-65.673,-23.843,-65.673,3,0,-137,249,3,0,401621707.2,4.456,46951,0,1947,77,4374,4/2/19 21:19,1,114,185,3,0,32,15,77,1
16615,177846,SR,4/2/19 21:49,0,-23.781,-65.419,-23.781,-65.419,4,0,-133,150,2,46,401621725.2,3.52,4272,18348,994,87,485,4/2/19 21:49,1,106,183,0,0,2,16,77,1
16615,177846,MC,4/3/19 2:41,A,-23.807,-65.417,-23.807,-65.417,3,0,-129,99,3,8,401621702.4,3.15,3329,8640,1282,156,957,4/3/19 2:41,0,0,,,,,,,
16615,177846,MC,4/3/19 13:53,B,-23.824,-65.422,-23.824,-65.422,1,0,-131,0,3,8,401621703.5,2.843,44992,231654,8738,101,11578,4/3/19 13:54,0,0,,,,,,,
16615,177846,NP,4/3/19 21:10,A,-23.794,-65.435,-23.794,-65.435,3,0,-134,348,3,8,401621693.2,3.687,901,2744,295,105,807,4/3/19 21:08,1,108,198,3,0,27,15,78,1
16615,177846,SR,4/3/19 21:16,B,-23.793,-65.436,-23.793,-65.436,1,0,-133,0,3,6,401621685.2,3.669,2043,3107,1343,97,1842,4/3/19 21:16,0,0,,,,,,,
16615,177846,MA,,,,,,,1,,,0,,,401650000,0,,,,,,4/4/19 1:43,1,108,178,2,0,4,20,78,1
16615,177846,MC,4/4/19 2:21,1,-23.801,-65.404,-23.801,-65.404,5,0,-126,250,3,48,401621697.8,3.669,598,1450,246,77,267,4/4/19 2:22,0,0,,,,,,,
16615,177846,MA,,,,,,,3,,,501,,,401650000,0,,,,,,4/4/19 12:56,0,0,,,,,,,
16615,177846,MC,4/4/19 13:31,B,-23.818,-65.406,-23.818,-65.406,1,0,-125,0,3,8,401621699.5,3.615,20914,67759,6454,98,11974,4/4/19 13:31,0,0,,,,,,,
16615,177846,NP,4/4/19 20:59,A,-23.782,-65.43,-23.782,-65.43,3,0,-134,298,2,8,401621687.9,3.802,169,251,113,89,282,4/4/19 20:57,1,113,195,2,0,22,15,79,1
16615,177846,SR,4/4/19 22:25,0,-23.82,-65.424,-23.82,-65.424,4,0,-133,198,3,48,401621695.9,2.833,1679,2132,1322,121,256,4/4/19 22:27,0,0,,,,,,,
16615,177846,MA,,,,,,,3,,,198,,,401650000,0,,,,,,4/5/19 1:25,0,0,,,,,,,
16615,177846,MC,4/5/19 2:01,B,-23.786,-65.438,-23.786,-65.438,1,0,-130,0,3,8,401621699.3,3.645,28801,63408,13081,71,7163,4/5/19 2:01,0,0,,,,,,,
16615,177846,SR,4/5/19 21:55,0,-23.897,-65.396,-23.897,-65.396,5,0,-133,201,3,40,401621697,2.672,3002,11252,800,97,399,4/5/19 21:54,1,112,171,2,0,22,16,80,1
16615,177846,NP,4/5/19 22:28,B,-23.877,-65.447,-23.877,-65.447,2,0,-137,198,3,5,401621733.6,2.437,11563,77233,1731,7,2371,4/5/19 22:30,0,0,,,,,,,
16615,177846,MC,4/6/19 12:52,0,-23.663,-65.284,-23.663,-65.284,5,0,-131,201,3,40,401621868.2,4.548,12617,22440,7094,20,450,4/6/19 12:53,0,0,,,,,,,
16615,177846,SR,4/6/19 21:27,B,-23.892,-65.377,-23.892,-65.377,2,0,-137,98,3,8,401621723.6,2.249,177437,0,10065,123,8841,4/6/19 21:28,0,0,,,,,,,
16615,177846,NP,4/6/19 22:17,B,-23.882,-65.388,-23.882,-65.388,1,0,-137,0,3,8,401621725.5,2.737,130972,344089,49852,112,7296,4/6/19 22:17,0,0,,,,,,,
16615,177846,SR,4/6/19 23:04,B,-23.866,-65.41,-23.866,-65.41,1,0,-136,0,3,8,401621710.8,3.298,29414,69779,12398,87,6354,4/6/19 23:04,0,0,,,,,,,
16615,177846,MC,4/7/19 12:33,B,-23.689,-65.624,-23.689,-65.624,1,0,-134,0,3,0,401621702.9,4.128,46942,106196,20749,128,14339,4/7/19 12:33,1,103,195,0,3,94,9,187,4
16615,177846,MA,4/7/19 13:32,A,-23.825,-65.419,-23.825,-65.419,3,0,-129,151,3,6,401621728.2,2.973,2255,9727,522,82,562,4/7/19 13:32,0,0,,,,,,,
16615,177846,SR,4/7/19 22:32,1,-23.78,-65.469,-23.78,-65.469,5,0,-132,198,3,48,401621735.3,2.368,1347,1958,925,149,284,4/7/19 22:31,1,112,183,1,0,12,17,82,1
16615,177846,MA,4/8/19 13:11,0,-23.837,-65.343,-23.837,-65.343,4,0,-126,399,3,40,401621730.9,2.458,23932,529362,1081,102,1585,4/8/19 13:14,0,0,,,,,,,
16615,177846,MC,4/8/19 13:50,B,-23.81,-65.484,-23.81,-65.484,2,0,-131,51,2,8,401621731.2,2.466,16395,49124,5471,13,1869,4/8/19 13:50,1,132,176,1,0,31,8,83,1
16615,177846,SR,4/8/19 22:01,0,-23.776,-65.589,-23.776,-65.589,4,0,-132,148,3,48,401621686.4,3.93,3279,39689,270,98,1225,4/8/19 22:00,1,97,178,1,0,45,16,83,1
6615,177846,MA,4/9/19 1:40,B,-23.807,-65.575,-23.807,-65.575,1,0,-128,0,2,8,401621679.6,3.995,12731,27818,5826,71,7302,4/9/19 1:40,1,103,185,1,48,60,66,230,46
6615,177846,MC,4/9/19 2:16,B,-23.807,-65.631,-23.807,-65.631,2,0,-128,151,3,8,401621669.6,4.269,16713,0,160,86,12204,4/9/19 2:17,0,0,,,,,,,
6615,177846,MA,4/9/19 12:51,A,-23.815,-65.394,-23.815,-65.394,3,0,-129,101,3,8,401621755.7,4.029,1023,3059,342,59,770,4/9/19 12:50,1,133,171,2,0,37,7,84,1
6615,177846,MC,4/9/19 13:27,1,-23.781,-65.558,-23.781,-65.558,4,0,-128,249,3,58,401621724.8,3.74,989,5547,176,106,538,4/9/19 13:30,1,128,171,2,0,17,8,84,1
6615,177846,SR,4/9/19 21:29,A,-23.821,-65.454,-23.821,-65.454,3,0,-135,101,3,8,401621687.8,2.737,1864,5294,656,166,940,4/9/19 21:28,1,109,176,2,0,17,16,84,1
6615,177846,NP,4/9/19 21:39,A,-23.823,-65.449,-23.823,-65.449,3,0,-131,97,3,6,401621717.2,2.967,2869,20404,403,75,1326,4/9/19 21:38,1,115,175,1,0,27,16,84,1
6615,177846,MA,4/10/19 1:18,2,-23.805,-65.417,-23.805,-65.417,4,0,-129,251,3,58,401621700.8,3.162,270,365,199,94,253,4/10/19 1:18,1,104,163,3,0,7,20,84,1
6615,177846,MC,4/10/19 1:59,0,-23.812,-65.454,-23.812,-65.454,4,0,-127,148,3,48,401621698.7,2.885,3366,45089,251,79,1372,4/10/19 1:59,1,104,161,3,0,47,20,84,1
6615,177846,MA,4/10/19 12:32,B,-23.626,-65.78,-23.626,-65.78,1,0,-133,0,3,8,401621677.6,3.574,13047,32063,5308,123,10893,4/10/19 12:32,0,0,,,,,,,
6615,177846,MC,4/10/19 13:09,0,-23.788,-65.414,-26.595,-52.402,4,0,-127,198,3,48,401621719.6,3.551,4434,9126,2153,53,505,4/10/19 13:10,1,110,181,1,0,1,8,85,1
6615,177846,NP,4/10/19 21:28,0,-23.762,-65.195,-23.762,-65.195,4,0,-133,348,3,48,401621698.6,2.118,11124,98061,1261,87,1091,4/10/19 21:31,1,100,180,0,0,25,16,85,1
6615,177846,SR,4/10/19 22:39,B,-23.788,-65.163,-23.788,-65.163,1,0,-134,0,3,7,401621718.5,1.807,45077,76843,26442,88,4538,4/10/19 22:39,0,0,,,,,,,
6615,177846,NP,4/11/19 21:18,A,-23.825,-65.463,-23.825,-65.463,3,0,-135,102,3,0,401621718.7,2.356,2741,10904,688,88,1116,4/11/19 21:19,0,0,,,,,,,
6615,177846,SR,4/11/19 22:07,A,-23.854,-65.386,-23.854,-65.386,3,0,-135,149,2,8,401621713.6,2.642,1951,22613,168,105,1248,4/11/19 22:06,1,103,174,1,0,2,17,86,1
6615,177846,NP,4/12/19 21:04,B,-23.804,-65.425,-23.804,-65.425,2,0,-138,297,2,0,401621702.8,3.229,10902,0,80,76,13230,4/12/19 21:01,1,102,196,0,0,3,16,87,1
6615,177846,MA,4/13/19 13:09,A,-23.419,-64.788,-23.419,-64.788,3,0,-128,99,3,0,401621785.1,1.557,13890,396890,486,100,3660,4/13/19 13:09,0,0,,,,,,,
6615,177846,MC,4/13/19 13:48,A,-23.372,-64.945,-23.372,-64.945,3,0,-130,101,2,8,401621642.5,2.829,4930,53445,454,109,1515,4/13/19 13:49,0,0,,,,,,,
6615,177846,NP,4/13/19 20:52,B,-23.791,-65.023,-23.791,-65.023,2,0,-138,99,3,8,401621634.9,1.535,14755,331321,657,92,8028,4/13/19 20:51,1,111,205,3,0,58,15,88,129
6615,177846,MA,4/14/19 1:34,B,-23.754,-65.223,-23.754,-65.223,2,0,-130,50,3,8,401621659.6,2.679,17140,631659,465,72,8645,4/14/19 1:34,0,0,,,,,,,
6615,177846,MA,4/14/19 12:48,0,-23.834,-65.467,-23.834,-65.467,4,0,-125,202,3,48,401621751.8,2.15,2017,2861,1422,60,313,4/14/19 12:48,0,0,,,,,,,
6615,177846,MC,4/14/19 13:26,B,-23.862,-65.49,-23.862,-65.49,2,0,-129,50,3,8,401621744.9,2.307,9278,78022,1103,120,2506,4/14/19 13:25,0,0,,,,,,,
6615,177846,MA,4/14/19 14:30,B,-23.878,-65.544,-23.878,-65.544,1,0,-133,0,3,7,401621760.1,3.603,18729,27775,12628,108,5843,4/14/19 14:30,0,0,,,,,,,
6615,177846,SR,4/14/19 22:13,B,-23.831,-65.534,-23.831,-65.534,1,0,-137,0,3,8,401621758.5,3.235,3763,17973,787,102,10641,4/14/19 22:13,0,0,,,,,,,
6615,177846,NP,4/14/19 22:23,B,-23.886,-65.329,-23.886,-65.329,1,0,-139,0,3,6,401621727.2,2.51,5245,43706,629,93,12655,4/14/19 22:23,0,0,,,,,,,
6615,177846,MC,4/15/19 1:53,B,-23.891,-65.326,-23.891,-65.326,1,0,-131,0,3,8,401621726.6,2.361,7825,40349,1517,84,13566,4/15/19 1:53,1,104,170,1,0,5,21,89,1
6615,177846,MA,4/15/19 2:54,0,-23.916,-65.396,-23.916,-65.396,4,0,-133,149,3,48,401621728.7,2.344,3656,12897,1036,167,1611,4/15/19 2:53,1,113,168,3,0,5,22,89,1
6615,177846,MC,4/15/19 3:33,B,-23.919,-65.426,-23.919,-65.426,1,0,-133,0,3,7,401621737.9,3.163,6474,6579,6370,98,4036,4/15/19 3:33,0,0,,,,,,,
6615,177846,MC,4/15/19 14:46,B,-23.914,-65.932,-23.914,-65.932,1,0,-135,0,3,8,401621723.6,4.294,16288,42097,6302,88,12436,4/15/19 14:46,0,0,,,,,,,
6615,177846,SR,4/15/19 21:42,B,-23.896,-65.439,-23.896,-65.439,2,0,-136,98,3,8,401621710.2,2.622,17722,219399,1431,32,4111,4/15/19 21:42,0,0,,,,,,,
6615,177846,SR,4/15/19 23:23,B,-23.907,-65.474,-23.907,-65.474,1,0,-137,0,3,8,401621718.2,2.299,31590,43300,23046,35,7327,4/15/19 23:23,1,118,180,3,0,40,18,90,1
6615,177846,MA,4/16/19 2:28,1,-23.897,-65.459,-23.897,-65.459,7,0,-131,399,3,48,401621702.8,2.125,1085,2020,583,109,265,4/16/19 2:32,1,109,170,0,0,50,21,90,1
6615,177846,MC,4/16/19 3:12,1,-23.902,-65.448,-23.902,-65.448,4,0,-132,201,3,58,401621710.2,2.251,783,2500,245,165,1005,4/16/19 3:14,0,0,,,,,,,
6615,177846,SR,4/16/19 21:11,B,-23.881,-65.534,-23.881,-65.534,1,0,-136,0,3,0,401621704.9,3.278,7707,28637,2073,100,14057,4/16/19 21:11,1,116,202,1,0,33,16,91,1
6615,177846,NP,4/16/19 22:00,A,-23.943,-65.371,-23.943,-65.371,3,0,-132,99,3,6,401621747.7,2.052,1512,3954,578,169,1038,4/16/19 22:00,1,102,196,0,0,23,17,91,189
6615,177846,SR,4/16/19 22:54,B,-23.937,-65.349,-23.937,-65.349,1,0,-133,0,3,8,401621695.6,2.147,6330,7348,5452,72,4389,4/16/19 22:54,0,0,,,,,,,
6615,177846,MA,4/17/19 2:10,B,-23.883,-65.37,-23.883,-65.37,2,0,-130,247,3,8,401621704.3,2.21,5425,283819,103,75,6414,4/17/19 2:08,0,0,,,,,,,
6615,177846,MC,4/17/19 2:52,B,-23.872,-65.319,-23.872,-65.319,1,0,-131,0,3,8,401621714.4,2.149,3630,17629,747,79,10263,4/17/19 2:52,1,109,176,0,0,16,22,91,1
6615,177846,MA,4/17/19 13:26,0,-23.914,-65.448,-23.914,-65.448,4,0,-130,149,3,48,401621715.2,2.357,11172,120463,1036,106,1061,4/17/19 13:26,1,115,168,3,0,50,8,92,1
6615,177846,MC,4/17/19 14:05,0,-23.893,-65.414,-23.893,-65.414,4,0,-128,198,3,48,401621718.2,3.174,3843,12743,1158,131,451,4/17/19 14:06,1,109,169,3,0,30,9,92,1
6615,177846,SR,4/17/19 22:21,B,-23.851,-65.139,-23.851,-65.139,1,0,-137,0,3,8,401621722.8,1.382,63888,174038,23452,80,10501,4/17/19 22:21,0,0,,,,,,,
6615,177846,MA,4/18/19 1:50,0,-23.889,-65.448,-23.889,-65.448,6,0,-126,248,3,58,401621683,2.172,1711,21687,135,78,842,4/18/19 1:51,1,103,176,0,0,20,21,92,1
6615,177846,MC,4/18/19 2:27,A,-23.904,-65.478,-23.904,-65.478,3,0,-131,248,3,8,401621689.5,2.419,849,5454,132,78,666,4/18/19 2:30,0,0,,,,,,,
6615,177846,MC,4/18/19 13:43,0,-23.92,-65.463,-23.92,-65.463,5,0,-126,250,3,48,401621711.1,2.114,9773,54606,1748,105,487,4/18/19 13:45,1,111,168,1,0,15,9,93,1
6615,177846,NP,4/18/19 21:36,B,-23.948,-65.411,-23.948,-65.411,2,0,-134,299,3,8,401621703.4,2.759,89491,0,3935,123,7198,4/18/19 21:39,0,0,,,,,,,
6615,177846,SR,4/18/19 21:49,A,-23.897,-65.428,-23.897,-65.428,3,0,-130,99,3,6,401621704,3.076,939,2672,329,73,601,4/18/19 21:49,0,0,,,,,,,
6615,177846,MA,4/19/19 1:29,B,-23.908,-65.459,-23.908,-65.459,2,0,-131,200,3,8,401621701.6,2.119,2849,85179,95,47,5015,4/19/19 1:32,0,0,,,,,,,
6615,177846,MC,4/19/19 2:08,0,-23.888,-65.416,-23.888,-65.416,4,0,-128,151,3,48,401621694.4,3.459,45341,0,1357,77,3395,4/19/19 2:09,0,0,,,,,,,
6615,177846,MA,4/19/19 3:10,B,-23.864,-65.41,-23.864,-65.41,1,0,-135,0,2,7,401621718.3,3.241,11670,20331,6698,76,5688,4/19/19 3:11,0,0,,,,,,,
6615,177846,MA,4/19/19 12:43,B,-23.842,-65.391,-23.842,-65.391,2,0,-130,52,3,8,401621716.7,3.11,6057,54360,674,143,4166,4/19/19 12:43,0,0,,,,,,,
6615,177846,MC,4/19/19 13:25,0,-23.867,-65.513,-23.867,-65.513,4,0,-131,152,3,48,401621716.9,2.733,10077,147512,688,109,2106,4/19/19 13:25,1,123,170,2,0,0,9,94,1
6615,177846,MA,4/19/19 14:26,B,-23.88,-65.553,-23.88,-65.553,1,0,-135,0,3,8,401621728.9,3.941,23994,31532,18257,88,4931,4/19/19 14:26,0,0,,,,,,,
6615,177846,NP,4/19/19 21:24,A,-23.917,-65.526,-23.917,-65.526,3,0,-136,149,3,8,401621689.8,3.895,12295,0,129,77,9637,4/19/19 21:23,1,116,186,2,0,0,17,94,1
6615,177846,SR,4/19/19 23:00,B,-23.94,-65.545,-23.94,-65.545,2,0,-137,151,2,7,401621711.7,3.443,6821,145049,320,99,6637,4/19/19 23:01,0,0,,,,,,,
6615,177846,MC,4/20/19 1:48,0,-23.887,-65.461,-23.887,-65.461,4,0,-127,203,3,48,401621697.4,2.172,2728,12802,581,69,481,4/20/19 1:49,1,118,171,2,0,26,21,94,1
6615,177846,MA,4/20/19 2:49,A,-23.874,-65.41,-23.874,-65.41,3,0,-132,198,3,8,401621707.9,3.183,4469,23322,856,124,1556,4/20/19 2:50,0,0,,,,,,,
6615,177846,MC,4/20/19 3:30,B,-23.872,-65.406,-23.872,-65.406,1,0,-132,0,3,8,401621708.3,3.006,6038,7519,4848,101,4097,4/20/19 3:30,0,0,,,,,,,
6615,177846,MA,4/20/19 12:22,B,-23.829,-65.348,-23.829,-65.348,1,0,-133,0,3,8,401621705.1,2.861,11760,33859,4084,97,11285,4/20/19 12:22,0,0,,,,,,,
6615,177846,MC,4/20/19 13:00,0,-23.672,-65.482,-23.672,-65.482,4,0,-129,251,3,48,401621684.7,3.487,2127,4757,951,173,402,4/20/19 13:03,1,103,184,2,0,42,8,95,1
6615,177846,MB,4/20/19 13:34,B,-23.561,-65.19,-23.561,-65.19,1,0,-134,0,3,5,401621721.9,2.868,28575,41490,19680,78,10108,4/20/19 13:34,0,0,,,,,,,
6615,177846,SR,4/20/19 22:26,B,-22.653,-65.141,-22.653,-65.141,2,0,-129,49,2,8,401621336.4,2.504,6992,18365,2662,1,1470,4/20/19 22:25,0,0,,,,,,,
6615,177846,MA,4/21/19 13:41,A,-21.354,-65.431,-21.354,-65.431,3,0,-131,293,3,0,401621713.2,3.837,3699,5105,2679,92,275,4/21/19 13:41,0,0,,,,,,,
6615,177846,MC,4/21/19 14:21,B,-21.201,-65.162,-21.201,-65.162,1,0,-133,0,3,8,401621713.2,2.58,904233,0,144553,77,13553,4/21/19 14:21,0,0,,,,,,,
6615,177846,NP,4/21/19 21:05,0,-20.173,-64.809,-20.173,-64.809,4,0,-135,148,3,48,401621752.7,4.273,5958,66933,530,80,1418,4/21/19 21:05,1,114,202,3,0,56,16,96,1
6615,177846,SR,4/21/19 21:56,B,-20.08,-64.73,-20.08,-64.73,1,0,-137,0,3,6,401621777.7,4.171,11753,15073,9163,101,4336,4/21/19 21:56,0,0,,,,,,,
6615,177846,NP,4/21/19 22:40,B,-19.999,-64.651,-19.999,-64.651,1,0,-136,0,3,8,401621766.7,2.417,12316,16398,9250,84,5557,4/21/19 22:40,1,112,194,0,0,33,18,96,1
6615,177846,MC,4/22/19 1:08,B,-20.235,-64.831,-20.235,-64.831,1,0,-133,0,3,8,401621741,3.251,16070,26600,9707,92,8276,4/22/19 1:08,0,0,,,,,,,
6615,177846,MA,4/22/19 13:21,0,-19.853,-64.771,-19.853,-64.771,5,0,-130,395,3,40,401621728.2,2.67,14795,69697,3140,102,409,4/22/19 13:24,0,0,,,,,,,
6615,177846,NP,4/22/19 20:50,0,-19.541,-64.999,-19.541,-64.999,4,0,-136,198,2,48,401621698.9,2.871,1847,4668,730,45,439,4/22/19 20:52,0,0,,,,,,,
6615,177846,MA,4/23/19 1:48,1,-19.55,-64.972,-19.55,-64.972,8,0,-127,497,3,48,401621700.6,3.816,685,3100,151,73,312,4/23/19 1:51,0,0,,,,,,,
6615,177846,MC,4/23/19 2:26,B,-19.573,-64.991,-19.573,-64.991,2,0,-127,201,3,8,401621700.4,3.245,4333,59858,313,123,2458,4/23/19 2:26,1,105,173,3,0,25,22,97,1
6615,177846,MC,4/23/19 13:36,0,-19.497,-65.329,-19.497,-65.329,8,0,-130,500,3,48,401621723.7,3.404,35161,0,879,102,2327,4/23/19 13:39,1,124,177,3,0,39,9,98,1
6615,177846,SR,4/23/19 22:30,1,-19.544,-65.016,-19.544,-65.016,4,0,-136,250,2,48,401621708,3.289,560,803,391,83,245,4/23/19 22:31,0,0,,,,,,,
6615,177846,MA,4/24/19 1:26,2,-19.559,-65.027,-19.559,-65.027,5,0,-131,447,3,58,401621716.2,3.298,329,1309,82,88,402,4/24/19 1:28,0,0,,,,,,,
6615,177846,MC,4/24/19 2:12,0,-19.561,-65.007,-19.561,-65.007,5,0,-129,600,3,48,401621713,3.198,2730,4914,1516,77,882,4/24/19 2:12,1,115,172,2,0,15,22,98,1
6615,177846,MA,4/24/19 12:38,A,-19.591,-64.984,-19.591,-64.984,3,0,-131,298,2,8,401621715.5,3.451,690,1088,437,49,350,4/24/19 12:38,1,115,168,2,0,43,8,99,1
6615,177846,MC,4/24/19 13:20,B,-19.595,-64.988,-19.595,-64.988,1,0,-131,0,3,7,401621726.6,3.382,3165,3579,2797,118,3832,4/24/19 13:20,0,0,,,,,,,
6615,177846,NP,4/24/19 20:26,B,-19.538,-65.125,-19.538,-65.125,2,0,-138,150,3,8,401621703.2,3.488,4122,81147,209,60,6250,4/24/19 20:28,0,0,,,,,,,
6615,177846,SR,4/24/19 21:58,A,-19.558,-65.093,-19.558,-65.093,3,0,-133,101,3,8,401621682.6,3.552,3603,105685,122,101,4118,4/24/19 21:59,0,0,,,,,,,
6615,177846,NP,4/24/19 22:07,B,-19.562,-65.078,-19.562,-65.078,1,0,-140,0,2,6,401621669.6,3.944,3814,10374,1401,98,3675,4/24/19 22:07,0,0,,,,,,,
6615,177846,MA,4/25/19 1:07,B,-19.548,-65,-19.548,-65,2,0,-130,52,3,8,401621691.9,2.937,3389,23892,480,34,3544,4/25/19 1:07,1,110,162,3,0,13,21,99,1
6615,177846,MC,4/25/19 12:56,A,-19.566,-65.014,-19.566,-65.014,3,0,-131,150,3,8,401621707.4,3.431,941,2583,342,173,791,4/25/19 12:59,0,0,,,,,,,
6615,177846,MA,4/25/19 13:59,B,-19.562,-65.007,-19.562,-65.007,1,0,-134,0,3,8,401621702.3,3.192,4745,6259,3597,81,4479,4/25/19 13:59,0,0,,,,,,,
6615,177846,SR,4/25/19 21:29,B,-19.556,-65.022,-19.556,-65.022,2,0,-136,99,3,8,401621701.6,3.378,2815,41423,191,160,4578,4/25/19 21:29,0,0,,,,,,,
6615,177846,NP,4/25/19 21:56,B,-19.514,-64.998,-19.514,-64.998,2,0,-138,401,3,6,401621682.1,2.869,2773,37374,205,125,2759,4/25/19 21:59,0,0,,,,,,,
6615,177846,MA,4/26/19 0:48,A,-19.553,-65.002,-19.553,-65.002,3,0,-131,249,3,8,401621697.7,2.971,507,1460,176,118,665,4/26/19 0:50,0,0,,,,,,,
6615,177846,MA,4/26/19 13:39,0,-19.555,-65.022,-19.555,-65.022,4,0,-130,150,3,40,401621725.7,3.338,3467,30856,389,103,1180,4/26/19 13:39,0,0,,,,,,,
6615,177846,MC,4/26/19 14:14,B,-19.556,-65.02,-19.556,-65.02,1,0,-134,0,3,8,401621724.3,3.421,7214,8740,5954,115,3688,4/26/19 14:14,0,0,,,,,,,
