Program,PTT,Satellite,Location date,Location class,Latitude,Longitude,Latitude solution 2,Longitude solution 2,Number of messages,Nbr mes > - 120 dB,Best level,Pass duration,NOPC,Location index,Frequency,Altitude,Error radius,Semi-major axis,Semi-minor axis,Ellipse orientation,GDOP,Message date,Compression index,1,2,3,4,5,6,7,8
16615,177846,MA,2/23/19 13:24,B,-24.007,-65.573,-24.007,-65.573,2,0,-129,50,3,8,401621727.1,2.787,4266,15847,1148,153,3231,2/23/19 13:24,1,111,194,2,0,36,3,39,1
16615,177846,MC,2/23/19 14:01,B,-23.964,-65.562,-23.964,-65.562,2,0,-130,146,2,8,401621731.4,3.86,9657,231221,403,118,3488,2/23/19 14:00,1,111,204,1,0,13,4,39,1
16615,177846,NP,2/23/19 20:18,B,-23.984,-65.566,-23.984,-65.566,1,0,-140,0,3,8,401621725.9,3.344,20624,39650,10727,104,10479,2/23/19 20:18,0,0,,,,,,,
16615,177846,MA,2/24/19 1:53,A,-23.951,-65.519,-23.951,-65.519,3,0,-127,201,3,8,401621699.3,2.942,6218,246730,156,77,3441,2/24/19 1:52,0,0,,,,,,,
16615,177846,MC,2/24/19 2:29,A,-23.957,-65.465,-23.957,-65.465,3,0,-129,149,2,7,401621711.3,2.177,2469,42376,143,77,2282,2/24/19 2:28,1,110,172,3,0,46,16,39,1
16615,177846,MA,2/24/19 12:59,0,-23.79,-65.415,-23.79,-65.415,5,0,-124,350,3,48,401621741.4,3.235,7118,23182,2185,105,298,2/24/19 13:03,0,0,,,,,,,
16615,177846,MC,2/24/19 13:35,B,-23.957,-65.465,-23.957,-65.465,1,0,-133,0,3,8,401621726.1,3.567,8920,10500,7576,103,15477,2/24/19 13:35,0,0,,,,,,,
16615,177846,MC,2/25/19 2:06,B,-23.832,-65.396,-23.832,-65.396,1,0,-132,0,2,0,401621724,3.559,213964,0,33235,78,12615,2/25/19 2:06,0,0,,,,,,,
16615,177846,MA,2/25/19 3:08,B,-23.824,-65.357,-23.824,-65.357,1,0,-132,0,2,7,401621737.3,3.165,279684,0,58095,76,18419,2/25/19 3:08,0,0,,,,,,,
16615,177846,MA,2/25/19 12:45,B,-23.863,-65.484,-23.863,-65.484,1,0,-132,0,3,8,401621737.9,2.331,27937,67583,11548,110,15627,2/25/19 12:45,0,0,,,,,,,
16615,177846,MC,2/25/19 13:16,B,-23.966,-65.503,-23.966,-65.503,2,0,-129,202,3,8,401621736.2,3.178,21687,0,359,113,6418,2/25/19 13:16,1,116,173,0,0,44,3,41,1
16615,177846,MA,2/26/19 1:08,B,-23.958,-65.522,-23.958,-65.522,2,0,-129,50,3,8,401621730,2.955,28241,278799,2860,52,5314,2/26/19 1:08,0,0,,,,,,,
16615,177846,MC,2/26/19 1:44,B,-23.965,-65.52,-23.965,-65.52,2,0,-129,100,3,8,401621721.6,3.344,19127,434198,842,79,4273,2/26/19 1:45,0,0,,,,,,,
16615,177846,MC,2/26/19 13:00,B,-23.957,-65.506,-23.957,-65.506,1,0,-132,0,3,8,401621719.4,2.828,39766,106303,14875,130,12425,2/26/19 13:00,1,103,209,2,39,47,131,231,64
16615,177846,NP,2/26/19 21:26,1,-23.954,-65.476,-23.954,-65.476,6,0,-134,349,3,48,401621731.1,2.286,1075,5279,219,76,370,2/26/19 21:27,1,99,162,3,0,0,12,42,1
16615,177846,SR,2/26/19 21:37,0,-23.947,-65.501,-23.947,-65.501,4,0,-135,354,3,46,401621730.3,2.537,1540,3976,596,123,314,2/26/19 21:37,1,104,162,2,0,10,12,42,1
16615,177846,MC,2/27/19 14:17,B,-23.96,-65.463,-23.96,-65.463,2,0,-126,48,3,0,401621730.4,2.146,9949,47716,2074,25,3553,2/27/19 14:17,1,101,172,2,0,54,0,178,211
16615,177846,NP,2/27/19 21:19,B,-23.953,-65.463,-23.953,-65.463,1,0,-138,0,3,8,401621736.1,2.173,30278,35835,25583,80,12487,2/27/19 21:19,0,0,,,,,,,
16615,177846,SR,2/27/19 22:48,B,-23.941,-65.458,-23.941,-65.458,1,0,-135,0,2,8,401621731.2,2.13,6250,19870,1965,110,11526,2/27/19 22:48,1,99,175,0,0,27,13,43,1
16615,177846,MC,2/28/19 13:56,A,-23.828,-65.413,-23.828,-65.413,3,0,-127,147,3,0,401621728.2,3.079,464,652,329,23,441,2/28/19 13:56,0,0,,,,,,,
16615,177846,MC,3/1/19 2:21,B,-23.799,-65.396,-23.799,-65.396,1,0,-133,0,3,0,401621729.3,3.966,12012,24503,5888,51,13359,3/1/19 2:21,0,0,,,,,,,
16615,177846,MA,3/1/19 12:57,A,-23.863,-65.268,-23.863,-65.268,3,0,-127,99,3,8,401621721.7,2.016,31062,675384,1428,92,5947,3/1/19 12:57,1,127,176,1,0,45,3,44,120
16615,177846,MC,3/1/19 13:33,0,-23.8,-65.489,-23.8,-65.489,4,0,-127,349,3,46,401621743.3,2.671,13093,475158,360,102,3568,3/1/19 13:34,1,130,177,0,0,22,4,45,1
16615,177846,MA,3/2/19 1:25,A,-23.824,-65.416,-23.824,-65.416,3,0,-130,197,2,8,401621728.4,3.08,3524,13537,917,61,501,3/2/19 1:27,0,0,,,,,,,
16615,177846,MC,3/2/19 1:58,0,-23.809,-65.454,-23.809,-65.454,5,0,-129,350,3,48,401621710.2,2.883,7297,107610,494,75,959,3/2/19 2:01,1,104,176,2,0,55,16,45,1
16615,177846,MA,3/2/19 12:37,B,-23.845,-65.458,-23.845,-65.458,1,0,-129,0,2,8,401621712.4,2.233,72647,209533,25187,83,11854,3/2/19 12:37,0,0,,,,,,,
16615,177846,MC,3/2/19 13:16,B,-23.843,-65.429,-23.843,-65.429,2,0,-133,147,3,8,401621710,2.464,30883,827540,1152,67,6355,3/2/19 13:15,1,132,167,0,0,10,4,46,1
16615,177846,MB,3/2/19 13:49,B,-23.823,-65.459,-23.823,-65.459,1,0,-134,0,3,8,401621708.5,2.506,91876,557923,15129,103,17310,3/2/19 13:49,0,0,,,,,,,
16615,177846,NP,3/2/19 20:41,B,-23.711,-65.493,-23.711,-65.493,2,0,-136,296,3,8,401621681.2,2.811,20126,694268,583,144,7265,3/2/19 20:43,0,0,,,,,,,
16615,177846,SR,3/2/19 21:16,B,-23.775,-65.46,-23.775,-65.46,1,0,-134,0,3,5,401621726.9,2.611,14737,27599,7868,118,4461,3/2/19 21:16,0,0,,,,,,,
16615,177846,MA,3/3/19 1:06,B,-23.853,-65.436,-23.853,-65.436,1,0,-133,0,3,8,401621727.6,2.323,26494,63330,11083,78,8023,3/3/19 1:06,0,0,,,,,,,
16615,177846,MC,3/3/19 1:38,B,-23.851,-65.433,-23.851,-65.433,1,0,-133,0,3,8,401621728.7,2.37,19339,38042,9830,69,8227,3/3/19 1:38,0,0,,,,,,,
16615,177846,MC,3/3/19 12:57,0,-23.789,-65.291,-23.789,-65.291,4,0,-130,201,3,48,401621789.4,2.962,7315,40729,1313,87,833,3/3/19 12:57,1,124,171,1,0,59,3,47,1
16615,177846,NP,3/3/19 20:28,1,-23.809,-65.429,-23.809,-65.429,4,0,-136,298,3,48,401621708.6,3.211,1466,1823,1179,160,361,3/3/19 20:28,0,0,,,,,,,
16615,177846,MC,3/4/19 1:23,1,-23.803,-65.423,-23.803,-65.423,5,0,-129,199,3,58,401621708.9,3.149,789,1616,384,15,492,3/4/19 1:21,1,115,183,2,0,29,16,47,1
16615,177846,MA,3/4/19 2:24,B,-23.803,-65.422,-23.803,-65.422,2,0,-131,51,3,8,401621708.5,3.11,2862,12924,633,129,2617,3/4/19 2:24,1,114,179,1,0,32,17,47,1
16615,177846,NP,3/4/19 7:46,B,-23.807,-65.422,-23.807,-65.422,1,0,-136,0,3,8,401621710.5,3.019,9123,18139,4587,109,9335,3/4/19 7:46,0,0,,,,,,,
16615,177846,MA,3/4/19 13:37,0,-23.814,-65.397,-23.814,-65.397,4,0,-128,151,3,48,401621716.1,3.994,1552,5582,431,76,494,3/4/19 13:35,1,123,172,1,0,45,4,48,1
16615,177846,MC,3/4/19 14:14,B,-23.817,-65.395,-23.817,-65.395,1,0,-133,0,3,8,401621717,3.975,4774,6672,3415,99,3418,3/4/19 14:14,0,0,,,,,,,
16615,177846,SR,3/4/19 21:54,1,-23.803,-65.441,-23.803,-65.441,4,0,-132,201,3,48,401621695,3.482,1482,7187,305,91,495,3/4/19 21:56,0,0,,,,,,,
16615,177846,MA,3/5/19 2:05,B,-23.813,-65.4,-23.813,-65.4,2,0,-131,99,3,8,401621711.7,3.857,11828,423462,330,66,5590,3/5/19 2:05,0,0,,,,,,,
16615,177846,MC,3/5/19 2:41,B,-23.829,-65.427,-23.829,-65.427,2,0,-131,48,3,8,401621712.3,2.699,3636,13082,1010,1,2360,3/5/19 2:41,0,0,,,,,,,
16615,177846,MA,3/5/19 13:14,0,-23.804,-65.421,-23.804,-65.421,6,0,-131,399,3,48,401621698,3.05,21944,444480,1083,101,1587,3/5/19 13:18,1,117,176,3,0,31,4,49,1
16615,177846,MC,3/5/19 13:52,A,-23.812,-65.42,-23.812,-65.42,3,0,-127,152,2,5,401621738.5,3.045,7053,46597,1067,90,766,3/5/19 13:51,1,133,176,1,0,5,5,49,1
16615,177846,MA,3/6/19 1:43,B,-23.896,-65.807,-23.896,-65.807,1,0,-132,0,3,8,401621735.8,3.598,6400,38314,1069,79,11790,3/6/19 1:43,0,0,,,,,,,
16615,177846,MC,3/6/19 2:20,B,-23.893,-65.66,-23.893,-65.66,1,0,-129,0,2,8,401621723.3,4.094,32431,268939,3910,77,21451,3/6/19 2:20,0,0,,,,,,,
16615,177846,MA,3/6/19 12:57,B,-23.886,-65.773,-23.886,-65.773,2,0,-125,100,3,8,401621563.8,3.667,28379,583035,1381,78,4212,3/6/19 12:56,1,125,175,2,0,17,4,50,1
16615,177846,MC,3/6/19 13:30,0,-23.769,-65.582,-23.769,-65.582,5,0,-129,351,3,43,401621737.8,4.117,6059,42474,864,102,625,3/6/19 13:34,0,0,,,,,,,
16615,177846,NP,3/6/19 21:34,A,-23.819,-65.464,-23.819,-65.464,3,0,-132,148,2,8,401621695.6,2.415,2773,4473,1718,109,426,3/6/19 21:35,0,0,,,,,,,
16615,177846,SR,3/6/19 22:29,B,-23.802,-65.405,-23.802,-65.405,2,0,-131,51,3,8,401621706.3,3.617,13482,109838,1654,76,2779,3/6/19 22:29,0,0,,,,,,,
16615,177846,MA,3/7/19 1:22,3,-23.819,-65.445,-23.819,-65.445,4,0,-130,399,3,58,401621717.4,3.303,180,348,93,57,264,3/7/19 1:24,0,0,,,,,,,
16615,177846,MC,3/7/19 2:01,B,-23.821,-65.444,-23.821,-65.444,2,0,-129,149,3,8,401621714,3.265,1126,9712,130,116,2437,3/7/19 2:01,0,0,,,,,,,
16615,177846,MA,3/7/19 12:33,B,-23.77,-65.011,-23.77,-65.011,1,0,-134,0,3,8,401621727.5,1.346,4778,12206,1870,80,12001,3/7/19 12:33,0,0,,,,,,,
16615,177846,MC,3/7/19 13:13,B,-23.874,-65.203,-23.874,-65.203,1,0,-132,0,3,7,401621740.1,1.568,25687,47921,13769,114,7666,3/7/19 13:13,1,122,171,0,0,39,4,51,1
16615,177846,NP,3/7/19 21:17,B,-24.226,-65.695,-24.226,-65.695,1,0,-140,0,3,8,401621708.3,5.247,36887,48244,28202,102,15050,3/7/19 21:17,1,114,176,2,0,45,12,51,1
16615,177846,SR,3/7/19 22:00,0,-23.776,-65.634,-23.776,-65.634,4,0,-132,199,2,48,401621686.6,4.122,10767,105913,1094,99,833,3/7/19 22:01,1,110,174,3,0,29,13,51,1
16615,177846,MA,3/8/19 1:00,B,-23.468,-65.721,-23.468,-65.721,1,0,-132,0,2,8,401621596,3.608,125140,341015,45921,101,11048,3/8/19 1:00,0,0,,,,,,,
16615,177846,MC,3/8/19 1:41,1,-23.804,-65.411,-20.847,-51.792,4,0,-130,301,3,50,401621700.5,3.728,1346,1650,1097,99,336,3/8/19 1:41,0,0,,,,,,,
16615,177846,MA,3/8/19 12:16,B,-23.833,-65.431,-23.833,-65.431,1,0,-134,0,3,8,401621704.3,2.843,33447,89173,12544,116,11822,3/8/19 12:16,0,0,,,,,,,
16615,177846,MC,3/8/19 12:51,B,-23.858,-65.362,-23.858,-65.362,2,0,-130,51,3,7,401621715.6,2.586,10297,70632,1501,169,4991,3/8/19 12:51,0,0,,,,,,,
16615,177846,MC,3/9/19 1:20,B,-23.773,-65.082,-23.773,-65.082,1,0,-133,0,3,0,401621790.9,1.415,11999,24965,5767,71,11386,3/9/19 1:20,0,0,,,,,,,
16615,177846,MA,3/9/19 2:22,B,-23.842,-65.128,-23.842,-65.128,1,0,-129,0,3,8,401621772.6,1.224,11258,22050,5747,93,9802,3/9/19 2:22,0,0,,,,,,,
16615,177846,NP,3/9/19 20:55,B,-24.299,-64.966,-24.299,-64.966,1,0,-137,0,3,0,401621776.5,0.767,17262,21396,13925,114,21215,3/9/19 20:55,0,0,,,,,,,
16615,177846,MA,3/10/19 13:10,B,-24.13,-65.137,-24.13,-65.137,1,0,-133,0,3,0,401621699.9,1.304,13340,28541,6235,99,21985,3/10/19 13:10,0,0,,,,,,,
16615,177846,MC,3/10/19 13:48,B,-24.026,-65.176,-24.026,-65.176,1,0,-130,0,2,8,401621717.6,2.172,32953,173126,6272,131,33465,3/10/19 13:48,0,0,,,,,,,
16615,177846,SR,3/10/19 22:07,B,-23.833,-65.335,-23.833,-65.335,1,0,-140,0,3,8,401621735.1,2.688,13457,33240,5447,94,14984,3/10/19 22:07,0,0,,,,,,,
16615,177846,MA,3/11/19 12:53,0,-23.813,-65.356,-23.813,-65.356,4,0,-131,200,2,40,401621738.3,3.785,2105,4779,926,80,337,3/11/19 12:53,1,113,178,3,0,40,4,55,1
16615,177846,MC,3/11/19 13:30,B,-23.826,-65.364,-23.826,-65.364,1,0,-126,0,3,7,401621750.9,3.259,12413,21855,7049,102,3202,3/11/19 13:30,1,23,143,0,0,16,50,163,45
16615,177846,NP,3/11/19 20:37,1,-23.855,-65.516,-23.855,-65.516,4,0,-138,496,2,58,401621715.8,2.605,967,2543,367,10,584,3/11/19 20:38,1,112,196,0,0,30,12,55,1
16615,177846,SR,3/11/19 21:33,A,-23.811,-65.366,-23.811,-65.366,3,0,-133,99,3,8,401621716,3.698,3623,25806,508,119,1449,3/11/19 21:34,0,0,,,,,,,
16615,177846,MA,3/12/19 1:14,1,-23.812,-65.42,-23.812,-65.42,7,0,-126,500,3,48,401621722.4,3.041,939,1695,519,81,177,3/12/19 1:22,0,0,,,,,,,
16615,177846,MC,3/12/19 1:59,A,-23.825,-65.498,-23.825,-65.498,3,0,-128,447,3,8,401621711.9,2.296,2964,17618,498,67,679,3/12/19 1:59,0,0,,,,,,,
16615,177846,MB,3/12/19 2:29,B,-23.826,-65.507,-23.826,-65.507,1,0,-135,0,3,8,401621710.8,2.33,6440,9870,4202,76,3081,3/12/19 2:29,1,105,174,2,0,23,18,55,1
16615,177846,MC,3/12/19 13:05,B,-23.83,-65.383,-23.83,-65.383,2,0,-130,199,3,8,401621736.3,3.364,14746,895894,242,119,8108,3/12/19 13:09,0,0,,,,,,,
16615,177846,NP,3/12/19 20:25,B,-23.843,-65.459,-23.843,-65.459,1,0,-138,0,3,8,401621731.6,2.245,25121,61496,10261,67,10659,3/12/19 20:25,0,0,,,,,,,
16615,177846,SR,3/12/19 21:04,B,-23.804,-65.39,-23.804,-65.39,1,0,-138,0,3,8,401621723.1,4.056,26016,111588,6065,87,10937,3/12/19 21:04,0,0,,,,,,,
16615,177846,MA,3/13/19 0:58,0,-23.822,-65.422,-23.822,-65.422,4,0,-132,202,3,48,401621736.4,2.879,1923,3707,997,3,544,3/13/19 1:00,0,0,,,,,,,
16615,177846,MC,3/13/19 1:38,B,-23.79,-65.408,-23.79,-65.408,1,0,-133,0,3,8,401621729.9,2.966,3712,4161,3310,50,3930,3/13/19 1:38,0,0,,,,,,,
16615,177846,MA,3/13/19 12:13,B,-23.817,-65.415,-23.817,-65.415,1,0,-134,0,3,8,401621728.7,3.243,26164,60986,11224,121,12407,3/13/19 12:13,0,0,,,,,,,
16615,177846,MC,3/13/19 12:46,B,-23.809,-65.405,-23.809,-65.405,1,0,-132,0,3,8,401621734.6,3.595,16840,19593,14473,143,9149,3/13/19 12:46,0,0,,,,,,,
16615,177846,MC,3/14/19 1:14,B,-23.818,-65.407,-23.818,-65.407,1,0,-127,0,3,0,401621732.4,3.579,8041,23778,2719,90,14296,3/14/19 1:14,0,0,,,,,,,
16615,177846,MA,3/14/19 2:12,A,-23.809,-65.415,-23.809,-65.415,3,0,-132,401,3,8,401621722.8,3.283,717,3584,143,90,544,3/14/19 2:19,0,0,,,,,,,
16615,177846,MA,3/14/19 13:31,B,-23.831,-65.453,-23.831,-65.453,2,0,-130,100,3,8,401621720.9,2.836,6206,226004,170,118,6034,3/14/19 13:30,0,0,,,,,,,
16615,177846,MC,3/14/19 14:06,B,-23.818,-65.463,-23.818,-65.463,2,0,-130,48,3,8,401621715.6,2.53,1793,11234,286,77,2631,3/14/19 14:07,0,0,,,,,,,
16615,177846,MA,3/15/19 1:55,B,-23.802,-65.387,-23.802,-65.387,2,0,-130,101,3,8,401621705.7,3.987,26765,0,340,79,10552,3/15/19 1:56,0,0,,,,,,,
16615,177846,MC,3/15/19 2:35,A,-23.817,-65.42,-23.817,-65.42,3,0,-127,97,3,7,401621715,3.044,2119,7403,606,34,937,3/15/19 2:35,0,0,,,,,,,
16615,177846,MA,3/15/19 13:10,B,-23.922,-65.181,-23.922,-65.181,2,0,-130,51,3,8,401621669.1,1.793,18139,125254,2626,74,3977,3/15/19 13:10,0,0,,,,,,,
16615,177846,MC,3/15/19 13:47,0,-23.83,-65.36,-23.83,-65.36,4,0,-126,198,2,45,401621723.7,3.061,1500,2092,1076,96,314,3/15/19 13:47,1,125,182,0,0,7,6,59,1
16615,177846,SR,3/15/19 21:11,B,-23.838,-65.465,-23.838,-65.465,2,0,-137,248,3,8,401621701.6,2.15,31834,694627,1458,46,5184,3/15/19 21:09,1,101,195,2,0,34,13,59,1
16615,177846,NP,3/15/19 21:28,B,-23.813,-65.468,-23.813,-65.468,2,0,-134,50,3,6,401621727.4,2.494,11108,116002,1063,74,3170,3/15/19 21:28,0,0,,,,,,,
16615,177846,MA,3/16/19 1:35,0,-23.811,-65.434,-23.811,-65.434,5,0,-131,251,3,48,401621715.8,3.402,2278,9246,561,71,359,3/16/19 1:36,0,0,,,,,,,
16615,177846,MC,3/16/19 2:13,A,-23.803,-65.372,-23.803,-65.372,3,0,-127,199,3,6,401621731.6,3.992,1741,3391,894,73,556,3/16/19 2:15,0,0,,,,,,,
16615,177846,MC,3/16/19 13:26,0,-23.77,-65.538,-23.77,-65.538,4,0,-130,198,2,48,401621727.3,3.066,3992,7880,2022,115,365,3/16/19 13:27,0,0,,,,,,,
16615,177846,MA,3/17/19 1:17,B,-23.881,-65.595,-23.881,-65.595,1,0,-123,0,3,8,401621693,4.013,58214,153249,22113,63,10447,3/17/19 1:17,0,0,,,,,,,
16615,177846,MC,3/17/19 1:51,1,-23.81,-65.434,-23.81,-65.434,4,0,-129,399,3,46,401621726.1,3.412,1124,2445,516,95,346,3/17/19 1:51,0,0,,,,,,,
16615,177846,MA,3/17/19 12:28,B,-23.902,-64.782,-23.902,-64.782,1,0,-131,0,3,8,401621770.4,0.451,25350,41750,15392,106,6325,3/17/19 12:28,0,0,,,,,,,
16615,177846,MC,3/17/19 13:06,A,-23.85,-65.338,-26.932,-50.851,3,0,-128,199,3,48,401621726.1,2.186,3273,14695,729,102,358,3/17/19 13:08,0,0,,,,,,,
16615,177846,MB,3/17/19 13:38,B,-23.938,-64.79,-23.938,-64.79,1,0,-133,0,3,8,401621774.6,0.476,23081,55068,9674,103,7052,3/17/19 13:38,0,0,,,,,,,
16615,177846,NP,3/17/19 21:08,B,-23.813,-64.866,-23.813,-64.866,1,0,-132,0,2,8,401621843.1,1.143,85023,241589,29922,72,13135,3/17/19 21:08,1,101,196,3,0,50,13,61,1
16615,177846,SR,3/17/19 21:49,B,-23.884,-64.947,-23.884,-64.947,2,0,-134,102,3,8,401621811.5,0.997,7175,413803,124,100,7795,3/17/19 21:48,1,102,193,3,0,41,143,104,228
16615,177846,MA,3/18/19 0:54,A,-23.809,-65.429,-23.809,-65.429,3,0,-126,100,3,8,401621731.9,3.262,6102,23122,1610,13,1791,3/18/19 0:53,1,111,180,3,0,36,17,61,1
16615,177846,MC,3/18/19 1:34,1,-23.811,-65.418,-23.811,-65.418,4,0,-128,202,3,58,401621728.8,3.153,709,2065,243,115,481,3/18/19 1:33,1,111,178,3,0,16,18,61,1
16615,177846,MA,3/18/19 2:31,B,-23.817,-65.408,-23.817,-65.408,1,0,-134,0,3,8,401621709.1,3.535,5438,5968,4953,64,4520,3/18/19 2:31,0,0,,,,,,,
16615,177846,MC,3/18/19 12:47,B,-23.887,-65.347,-23.887,-65.347,2,0,-131,201,3,8,401621693.1,2.447,7981,310868,204,89,8304,3/18/19 12:48,0,0,,,,,,,
16615,177846,MA,3/18/19 13:46,B,-23.901,-65.37,-23.901,-65.37,1,0,-131,0,3,8,401621697.2,2.03,10105,33866,3014,93,8991,3/18/19 13:46,0,0,,,,,,,
16615,177846,NP,3/18/19 20:55,0,-23.793,-65.517,-23.793,-65.517,4,0,-133,349,3,48,401621688.1,2.906,2538,6043,1065,105,326,3/18/19 20:54,1,107,187,2,0,40,13,62,1
16615,177846,SR,3/18/19 21:16,B,-23.799,-65.525,-23.799,-65.525,1,0,-138,0,3,6,401621701.2,2.827,14881,19453,11382,93,2788,3/18/19 21:16,0,0,,,,,,,
16615,177846,MC,3/19/19 1:12,B,-23.819,-65.595,-23.819,-65.595,1,0,-134,0,3,8,401621698.8,3.72,34991,72133,16973,81,8029,3/19/19 1:12,0,0,,,,,,,
16615,177846,MA,3/19/19 13:26,0,-23.764,-65.539,-23.764,-65.539,5,0,-129,199,3,40,401621739.4,2.845,4470,16919,1180,91,406,3/19/19 13:25,1,119,175,0,0,14,6,63,1
16615,177846,SR,3/19/19 22:24,A,-23.802,-65.46,-23.802,-65.46,3,0,-133,149,3,8,401621697.9,2.508,3326,11669,947,75,492,3/19/19 22:23,1,100,186,3,0,17,15,63,1
16615,177846,MA,3/20/19 1:48,B,-23.809,-65.48,-23.809,-65.48,1,0,-133,0,3,8,401621703.3,2.317,8698,9529,7939,88,8833,3/20/19 1:48,0,0,,,,,,,
16615,177846,SR,3/20/19 21:52,B,-23.849,-65.586,-23.849,-65.586,1,0,-138,0,2,0,401621703.3,3.804,12370,62650,2442,90,16998,3/20/19 21:52,1,112,177,3,0,50,14,64,1
16615,177846,MA,3/21/19 12:44,B,-23.854,-65.528,-23.854,-65.528,1,0,-133,0,3,0,401621704.7,2.857,15300,80426,2910,86,25750,3/21/19 12:44,0,0,,,,,,,
16615,177846,MC,3/21/19 13:23,A,-23.758,-65.449,-23.758,-65.449,3,0,-126,148,3,6,401621740.8,2.999,1213,4420,332,88,580,3/21/19 13:23,1,100,180,0,0,21,6,65,1
16615,177846,MA,3/22/19 12:25,B,-23.871,-64.998,-23.871,-64.998,1,0,-131,0,3,0,401621793.4,1.081,10115,14694,6962,54,4824,3/22/19 12:25,0,0,,,,,,,
16615,177846,MC,3/22/19 13:02,B,-23.643,-65.13,-23.643,-65.13,2,0,-131,50,3,3,401621964.4,2.207,11379,96836,1337,59,4181,3/22/19 13:03,0,0,,,,,,,
16615,177846,NP,3/22/19 21:49,B,-23.955,-65.37,-23.955,-65.37,2,0,-134,49,3,8,401621861.5,1.972,17049,92286,3149,146,3256,3/22/19 21:49,0,0,,,,,,,
16615,177846,SR,3/22/19 22:30,B,-23.811,-65.376,-23.811,-65.376,2,0,-132,48,3,8,401621727.7,3.636,9082,55315,1491,62,2495,3/22/19 22:31,0,0,,,,,,,
16615,177846,MC,3/23/19 1:32,B,-23.492,-65.406,-23.492,-65.406,1,0,-131,0,3,8,401621637.6,3.224,23764,32560,17343,64,8058,3/23/19 1:32,1,99,173,3,0,41,17,72,226
16615,177846,MC,3/23/19 12:41,B,-23.95,-65.6,-23.95,-65.6,1,0,-132,0,3,8,401621691.2,3.388,22866,37953,13776,98,8181,3/23/19 12:41,0,0,,,,,,,
16615,177846,MA,3/23/19 13:43,B,-23.885,-65.613,-23.885,-65.613,1,0,-132,0,3,8,401621688.4,4.276,35161,153101,8075,106,17773,3/23/19 13:43,0,0,,,,,,,
16615,177846,SR,3/23/19 21:59,0,-23.796,-65.566,-23.796,-65.566,5,0,-131,249,3,48,401621691.7,3.866,9657,49202,1895,104,572,3/23/19 22:01,1,109,185,2,0,17,15,67,1
16615,177846,MA,3/24/19 2:12,B,-23.768,-65.579,-23.768,-65.579,1,0,-131,0,2,8,401621695.8,4.246,200564,0,27597,93,21544,3/24/19 2:12,0,0,,,,,,,
16615,177846,MA,3/24/19 13:22,0,-23.777,-65.443,-23.777,-65.443,4,0,-132,247,3,48,401621741.1,3.348,7531,52930,1071,98,637,3/24/19 13:22,1,123,177,3,0,40,6,68,1
16615,177846,MC,3/24/19 14:00,B,-23.788,-65.447,-23.788,-65.447,1,0,-132,0,3,7,401621752.4,3.279,27938,44274,17629,101,3366,3/24/19 14:00,0,0,,,,,,,
16615,177846,MA,3/25/19 1:48,0,-23.775,-65.317,-23.775,-65.317,5,0,-129,401,3,48,401621722.6,3.3,12012,163480,882,77,1036,3/25/19 1:49,1,109,174,1,0,13,19,68,1
16615,177846,MC,3/25/19 2:27,1,-23.8,-65.409,-23.8,-65.409,4,0,-128,199,2,48,401621705.1,3.45,1164,2214,612,97,293,3/25/19 2:28,0,0,,,,,,,
16615,177846,MA,3/25/19 13:03,A,-23.784,-65.411,-23.784,-65.411,3,0,-127,148,3,8,401621747.7,3.425,1677,11474,245,93,775,3/25/19 13:04,0,0,,,,,,,
16615,177846,MC,3/25/19 13:41,A,-23.753,-65.541,-23.753,-65.541,3,0,-128,101,3,8,401621741.4,3.134,13322,248619,713,104,2337,3/25/19 13:40,1,110,186,2,0,5,7,69,1
16615,177846,SR,3/25/19 22:38,A,-23.794,-65.427,-23.794,-65.427,3,0,-135,100,2,8,401621704.7,3.713,4815,11591,1999,171,792,3/25/19 22:38,1,94,182,1,0,8,16,69,1
16615,177846,MA,3/26/19 1:26,2,-23.808,-65.437,-23.808,-65.437,6,0,-130,548,3,58,401621700.8,3.53,368,621,218,85,209,3/26/19 1:30,1,102,174,1,0,1,19,69,1
16615,177846,MC,3/26/19 2:00,B,-23.805,-65.46,-23.805,-65.46,1,0,-134,0,3,8,401621700.1,2.489,5616,6147,5130,89,3635,3/26/19 2:00,1,105,171,1,60,,,,
16615,177846,MA,3/26/19 12:44,B,-23.763,-65.727,-23.763,-65.727,2,0,-130,47,2,8,401621662.8,4.004,11864,158537,887,111,8747,3/26/19 12:43,0,0,,,,,,,
16615,177846,MC,3/26/19 13:21,A,-23.789,-65.513,-23.789,-65.513,3,0,-128,100,3,5,401621720.6,2.87,12287,197112,765,102,2672,3/26/19 13:21,1,118,175,3,0,52,6,70,1
16615,177846,SR,3/26/19 22:08,0,-23.778,-65.538,-23.778,-65.538,4,0,-132,149,3,48,401621727.7,3.385,11837,460174,304,103,3242,3/26/19 22:07,1,91,177,2,0,42,15,70,1
16615,177846,MA,3/27/19 12:19,B,-23.813,-65.373,-23.813,-65.373,2,0,-131,47,2,0,401621741.7,3.658,9285,54122,1593,142,5369,3/27/19 12:20,0,0,,,,,,,
16615,177846,MC,3/27/19 12:56,1,-23.802,-65.421,-23.802,-65.421,4,0,-128,249,3,48,401621743.8,3.084,861,1199,618,2,338,3/27/19 13:01,0,0,,,,,,,
